lastWorkCenter,equivalence,count,equals
Registro Nacional De Identificacion Y Estado Civil,Registro Nacional De Identificacion Y Estado Civil,1,TRUE
Reingenia,Reingenia,2,TRUE
Relansa,Relansa,1,TRUE
Reliper Sac,Reliper Sac,1,TRUE
Remicsa Drilling,Remicsa Drilling,1,TRUE
Reniec,Reniec,1,TRUE
Renova Sac,Renova Sac,3,TRUE
Renusa,Renusa,1,TRUE
Renzo Costa,Renzo Costa,1,TRUE
Renzo Costa Sac,Renzo Costa Sac,1,TRUE
Reparapp Sac,Reparapp Sac,1,TRUE
Reparto Peru S.A.C,Reparto Peru S.A.C,1,TRUE
Replica Brindando Soluciones,Replica Brindando Soluciones,2,TRUE
Representaciones Peruanas Del Sur,Representaciones Peruanas Del Sur,1,TRUE
Representaciones Quimica Europea,Representaciones Quimica Europea,1,TRUE
Representaciones Rodul S.A.C.,Representaciones Rodul S.A.C.,1,TRUE
Representaciones Servito Sac,Representaciones Servito Sac,2,TRUE
Representaciones Techlab S.A.C,Representaciones Techlab S.A.C,1,TRUE
Repsa,Repsa,1,TRUE
Repsol,Repsol,2,TRUE
Repsol Sa,Repsol Sa,1,TRUE
Resiter Peru,Resiter Peru,1,TRUE
Respaldoperu,Respaldoperu,1,TRUE
Restaurante El Buen Gusto Del Jockey Club Del Peru,Restaurante El Buen Gusto Del Jockey Club Del Peru,3,TRUE
Restaurante Matria,Restaurante Matria,1,TRUE
Restaurante Polleria D'Primavera,Restaurante Polleria D'Primavera,1,TRUE
Restaurantes,Restaurantes,1,TRUE
Reuse Peru,Reuse Peru,1,TRUE
Revalion,Revalion,1,TRUE
Revista Sudor,Revista Sudor,1,TRUE
Reyplast,Reyplast,1,TRUE
Ria Computing Services,Ria Computing Services,1,TRUE
Ricoh,Ricoh,2,TRUE
Ricoh Del Peru,Ricoh Del Peru,1,TRUE
Rimac Seguros,Rimac Seguros,13,TRUE
Rimac Seguros Y Reaseguros,Rimac Seguros Y Reaseguros,8,TRUE
Rin Agency,Rin Agency,1,TRUE
Ripconciv,Ripconciv,1,TRUE
Ripley,Ripley,5,TRUE
Ripley S.A,Ripley S.A,2,TRUE
Ripley Y Falabella,Ripley Y Falabella,1,TRUE
Riva Consultores &Amp; Asociados,Riva Consultores &Amp; Asociados,1,TRUE
Rivercon,Rivercon,3,TRUE
Rl Agro Business Sac,Rl Agro Business Sac,1,TRUE
Rmg,Rmg,9,TRUE
Roca Peru,Roca Peru,1,TRUE
Roditex S.A.C.,Roditex S.A.C.,2,TRUE
Roldem Peru S.A.C.,Roldem Peru S.A.C.,1,TRUE
Rosen Peru Sa,Rosen Peru Sa,1,TRUE
Royal Prestige,Royal Prestige,1,TRUE
Royal Systems,Royal Systems,1,TRUE
Rp Ambiental Sac,Rp Ambiental Sac,1,TRUE
Rpa Latam,Rpa Latam,2,TRUE
Rrn Consulting,Rrn Consulting,1,TRUE
Rs Bps Sarrio &Amp; Asociados,Rs Bps Sarrio &Amp; Asociados,1,TRUE
Rsk Consulting,Rsk Consulting,1,TRUE
Rubros Sac,Rubros Sac,1,TRUE
Rules Cube,Rules Cube,1,TRUE
Rumi Import S.A. - Grupo Metalindustrias,Rumi Import S.A. - Grupo Metalindustrias,1,TRUE
Rupisol,Rupisol,1,TRUE
Ruta Tec,Ruta Tec,1,TRUE
Rutta Sac,Rutta Sac,2,TRUE
Rvc,Rvc,1,TRUE
Rx Tecompany,Rx Tecompany,1,TRUE
Rxtecompany,Rxtecompany,1,TRUE
Rym Fumymser,Rym Fumymser,1,TRUE
S10,S10,1,TRUE
Sacs Ingenieros,Sacs Ingenieros,1,TRUE
Sacyr Industrial S.A.C.,Sacyr Industrial S.A.C.,1,TRUE
Safetypay,Safetypay,2,TRUE
Saga Falabella,Saga Falabella,2,TRUE
Saint Gobain,Saint Gobain,2,TRUE
Salesland,Salesland,6,TRUE
Salesland Solution Peru,Salesland Solution Peru,1,TRUE
Salog,Salog,3,TRUE
Samsung Electronics - Overall Business,Samsung Electronics - Overall Business,1,TRUE
San Fernando,San Fernando,3,TRUE
San Fernando S.A.,San Fernando S.A.,1,TRUE
San Fernando Sa,San Fernando Sa,1,TRUE
San Gerardo,San Gerardo,1,TRUE
San Ignacio De Loyola,San Ignacio De Loyola,1,TRUE
San Jose Rent A Car,San Jose Rent A Car,2,TRUE
San Martin Express S.A.C,San Martin Express S.A.C,1,TRUE
San Miguel Industrias Pet Sa,San Miguel Industrias Pet Sa,3,TRUE
Sanilab International,Sanilab International,1,TRUE
Sanna Healhcare Network,Sanna Healhcare Network,1,TRUE
Santa Elena,Santa Elena,1,TRUE
Santa Elena - Avinka,Santa Elena - Avinka,1,TRUE
Santa Natura,Santa Natura,1,TRUE
Santander Consumer,Santander Consumer,2,TRUE
Santander Global Tech,Santander Global Tech,1,TRUE
Santiago Queirolo,Santiago Queirolo,1,TRUE
Sapia,Corporacion Sapia S.A.,11,FALSE
Sapia - Proyecto Interbank,Corporacion Sapia S.A.,1,FALSE
Sapia (Proyecto Clinica Ricardo Palma),Corporacion Sapia S.A.,5,FALSE
Sapia Sa,Corporacion Sapia S.A.,2,FALSE
Sapience + Partners,Sapience + Partners,1,TRUE
Sapientia Corporation Eirl,Sapientia Corporation Eirl,1,TRUE
Sapimsa Peru S.A.C.,Sapimsa Peru S.A.C.,5,TRUE
Satelital Telecomunicaciones,Satelital Telecomunicaciones,1,TRUE
Satelital Telecomunicaciones Sac,Satelital Telecomunicaciones Sac,2,TRUE
Sauna Las Vegas,Sauna Las Vegas,1,TRUE
Sav Importaciones Sac,Sav Importaciones Sac,1,TRUE
Savar Agentes De Aduana S.A.,Savar Agentes De Aduana S.A.,1,TRUE
Scc,Scc,1,TRUE
Scharff,Scharff,1,TRUE
Scharff International Courier And Cargo Sa,Scharff International Courier And Cargo Sa,1,TRUE
Scharff Logistica,Scharff Logistica,1,TRUE
Scotiabank,Scotiabank,13,TRUE
Scotiabank Del Peru,Scotiabank Del Peru,1,TRUE
Scotiabank Peru,Scotiabank Peru,2,TRUE
Scotiabank Peru S.A.A.,Scotiabank Peru S.A.A.,1,TRUE
Seaboard,Seaboard,1,TRUE
Sead,Sead,1,TRUE
Sealpath Information Rights Management,Sealpath Information Rights Management,1,TRUE
Seclim,Seclim,1,TRUE
Securesoft,Securesoft,1,TRUE
Securesoft Corporation,Securesoft Corporation,1,TRUE
Securesoft-Contrato Temporal Por Reemplazo 3 Meses,Securesoft-Contrato Temporal Por Reemplazo 3 Meses,1,TRUE
Securitas S.A.C.,Securitas S.A.C.,1,TRUE
Security Labs,Security Labs,1,TRUE
Sedapal,Sedapal,1,TRUE
Seek,Seek,2,TRUE
Seguridad America Sa,Seguridad America Sa,1,TRUE
Segurinvest,Segurinvest,1,TRUE
Seguros Mapfre,Seguros Mapfre,4,TRUE
Segursat S.A.C,Segursat S.A.C,1,TRUE
Seidor,Seidor,1,TRUE
Seidor Analytics,Seidor Analytics,1,TRUE
Seminario Y Cia Sab,Seminario Y Cia Sab,4,TRUE
Sempiterno Group,Sempiterno Group,1,TRUE
Senalizacion Girod Peru Sac,Senalizacion Girod Peru Sac,1,TRUE
Senasa,Senasa,1,TRUE
Senati,Senati,4,TRUE
Sencico,Sencico,2,TRUE
Sentinel,Sentinel,1,TRUE
Seratic,Seratic,3,TRUE
Seratic S.A.C,Seratic S.A.C,1,TRUE
Seratic Sac - Partner Telefonica,Seratic Sac - Partner Telefonica,2,TRUE
Serfor,Serfor,1,TRUE
Serolperu Scrl,Serolperu Scrl,1,TRUE
Serpost,Serpost,2,TRUE
Servex Sac,Servex Sac,1,TRUE
Serviccon,Serviccon,1,TRUE
Servicio Call Center Entel Peru,Servicio Call Center Entel Peru,1,TRUE
Servicio De Administracion Tributaria - Sat,Servicio De Administracion Tributaria - Sat,4,TRUE
Servicio Especializado De Telemarketing,Servicio Especializado De Telemarketing,1,TRUE
Servicio Independiente,Servicio Independiente,1,TRUE
Servicio Nacional De Capacitacion Para La Industria De La Construccion,Servicio Nacional De Capacitacion Para La Industria De La Construccion,1,TRUE
Servicio Nacional De Sanidad Agraria,Servicio Nacional De Sanidad Agraria,2,TRUE
Servicios Bancarios Compartidos,Servicios Bancarios Compartidos,1,TRUE
Servicios Call Center Del Peru,Servicios Call Center Del Peru,5,TRUE
Servicios Callcom S.A.C.,Servicios Callcom S.A.C.,1,TRUE
Servicios Comerciales Y Turisticos Dos De Mayo,Servicios Comerciales Y Turisticos Dos De Mayo,1,TRUE
Servicios De Call Center,Servicios De Call Center,1,TRUE
Servicios De Samsung,Servicios De Samsung,1,TRUE
Servicios Generales G&Amp;P,Servicios Generales G&Amp;P,1,TRUE
Servicios Informaticos Falabella S.A,Servicios Informaticos Falabella S.A,2,TRUE
Servicios Medicos San Luis,Servicios Medicos San Luis,1,TRUE
Servicios Petroleros Y Construcciones Sepcon Sac,Servicios Petroleros Y Construcciones Sepcon Sac,1,TRUE
Servicios Tecnologicos Personalizados E.I.R.L,Servicios Tecnologicos Personalizados E.I.R.L,1,TRUE
"Servicios, Cobranzas E Inversiones S.A.","Servicios, Cobranzas E Inversiones S.A.",1,TRUE
Servicorp Sac,Servicorp Sac,1,TRUE
Servitebca,Servitebca,1,TRUE
Serwell Sac,Serwell Sac,1,TRUE
Ses,Ses,5,TRUE
Ses Software Enterprise Services,Ses Software Enterprise Services,2,TRUE
Sesocio.Com,Sesocio.Com,1,TRUE
Setours S.A,Setours S.A,2,TRUE
Sgs,Sgs,5,TRUE
Sgs Del Peru,Sgs Del Peru,2,TRUE
Sgs Del Peru S.A.C,Sgs Del Peru S.A.C,1,TRUE
Shalom Empresarial,Shalom Empresarial,1,TRUE
Siderperu,Siderperu,2,TRUE
Siemens S.A.C.,Siemens S.A.C.,1,TRUE
Sierra Exportadora,Sierra Exportadora,1,TRUE
Siesa Technologies S.A.C.,Siesa Technologies S.A.C.,1,TRUE
Sigcomt,Sigcomt,6,TRUE
Sigcomt - Compartamos Financieras,Sigcomt - Compartamos Financieras,4,TRUE
Siglo Bpo,Siglo Bpo,1,TRUE
"Sigma (Braedt, Otto Kunz Y Segoviana)","Sigma (Braedt, Otto Kunz Y Segoviana)",3,TRUE
Sigma Comunicaciones,Sigma Comunicaciones,1,TRUE
Sigma S.A.C,Sigma S.A.C,1,TRUE
Signature Peru,Signature Peru,1,TRUE
Signo Vial Peru Sac,Signo Vial Peru Sac,1,TRUE
Signos Y Disenos Creativos,Signos Y Disenos Creativos,1,TRUE
Sika,Sika,1,TRUE
Silverwolf Servicios &Amp; Tecnologia S.A.,Silverwolf Servicios &Amp; Tecnologia S.A.,3,TRUE
Sima Peru,Sima Peru,1,TRUE
Simple Peru,Simple Peru,1,TRUE
Sinergia Comunicaciones,Sinergia Comunicaciones,1,TRUE
Siscard Peru,Siscard Peru,1,TRUE
Siscotec Peru S.A.C.,Siscotec Peru S.A.C.,1,TRUE
Sise Acs,Sise Acs,1,TRUE
Sispro Sac,Sispro Sac,1,TRUE
Sistema De Administracion Tributaria-Tarapoto,Sistema De Administracion Tributaria-Tarapoto,2,TRUE
Sistema Metropolitana De La Solidaridad,Sistema Metropolitana De La Solidaridad,1,TRUE
Sistemas Analiticos,Sistemas Analiticos,3,TRUE
Sistemas De Administracion Hospitalaria S.A.C. - Sanna,Sistemas De Administracion Hospitalaria S.A.C. - Sanna,1,TRUE
Sistematico,Sistematico,2,TRUE
Sivium Innersus,Sivium Innersus,1,TRUE
Sk Rental,Sk Rental,1,TRUE
Sk Shared Services,Sk Shared Services,2,TRUE
Skbege Peru S.A.C,Skbege Peru S.A.C,1,TRUE
Sky Logistics Sac,Sky Logistics Sac,1,TRUE
Skyapp,Skyapp,1,TRUE
Skytel,Skytel,1,TRUE
Sm Telecom - Distriuidor Autorizado Bitel,Sm Telecom - Distriuidor Autorizado Bitel,1,TRUE
Smart Brands,Smart Brands,1,TRUE
Smart Meals (R),Smart Meals (R),2,TRUE
Smartcode Consulting &Amp; Services,Smartcode Consulting &Amp; Services,1,TRUE
Smartfit Peru,Smartfit Peru,2,TRUE
Snkt Eirl,Snkt Eirl,1,TRUE
Soa Profesional Peru S.A.C,Soa Profesional Peru S.A.C,1,TRUE
Soa Professional,Soa Professional,1,TRUE
Soaint,Soaint,1,TRUE
Soaint Peru Sac,Soaint Peru Sac,1,TRUE
Sociedad De Beneficencia De Lima Metropolitana,Sociedad De Beneficencia De Lima Metropolitana,1,TRUE
Sociedad Minera Corona,Sociedad Minera Corona,1,TRUE
Sociedad Minera Corona Sa,Sociedad Minera Corona Sa,1,TRUE
Sociedad Nacional De Industrias,Sociedad Nacional De Industrias,1,TRUE
Sociedad Peruana De Bienes Raices,Sociedad Peruana De Bienes Raices,1,TRUE
Socio - Thc Contadores S.A.C.,Socio - Thc Contadores S.A.C.,1,TRUE
Sodexo,Sodexo,2,TRUE
Sodexo Pass Peru,Sodexo Pass Peru,1,TRUE
Sodexo Peru S.A.C.,Sodexo Peru S.A.C.,1,TRUE
Sodexo Peru Sac,Sodexo Peru Sac,1,TRUE
Sodexo Unidad Mcp,Sodexo Unidad Mcp,1,TRUE
Sodimac,Sodimac,2,TRUE
Sodimac Peru,Sodimac Peru,1,TRUE
Soemtic,Soemtic,1,TRUE
Softicslab,Softicslab,1,TRUE
Softmark Group Sac,Softmark Group Sac,1,TRUE
Softnet,Softnet,1,TRUE
Softtek,Softtek,17,TRUE
Software Enterprise Services,Software Enterprise Services,10,TRUE
Sofware Enterprise Services,Sofware Enterprise Services,1,TRUE
Soho Color,Soho Color,1,TRUE
Sol Inmuebles,Sol Inmuebles,1,TRUE
Soldace Sac,Soldace Sac,1,TRUE
Soldaduras West Arco S.A.S. (Esab South America),Soldaduras West Arco S.A.S. (Esab South America),1,TRUE
Solera,Solera,1,TRUE
Solera - Telefonica,Solera - Telefonica,1,TRUE
Solgas,Solgas,1,TRUE
Solgas S.A.,Solgas S.A.,1,TRUE
Solla S.A,Solla S.A,1,TRUE
Soluciones Digitales,Soluciones Digitales,1,TRUE
Soluciones Ha,Soluciones Ha,1,TRUE
Soluciones Inteligentes Integrales Sac,Soluciones Inteligentes Integrales Sac,1,TRUE
Soluciones M4G,Soluciones M4G,1,TRUE
Soluciones Orion,Soluciones Orion,1,TRUE
Soluciones Sostenibles Integrales,Soluciones Sostenibles Integrales,1,TRUE
Somos Moto,Somos Moto,1,TRUE
Sonda,Sonda,7,TRUE
Sonda Del Peru,Sonda Del Peru,2,TRUE
Sonda Del Peru S.A,Sonda Del Peru S.A,1,TRUE
Sonda Del Peru S.A.,Sonda Del Peru S.A.,1,TRUE
Sonepar Peru S.A.C,Sonepar Peru S.A.C,1,TRUE
Sonepar Peru Sa,Sonepar Peru Sa,2,TRUE
Soporte Promocional,Soporte Promocional,1,TRUE
Soprin Sac,Soprin Sac,1,TRUE
Sotrami.Sa,Sotrami.Sa,1,TRUE
Souther Textile Network,Souther Textile Network,2,TRUE
Southern Peru,Southern Peru,2,TRUE
Southern Peru Copper Coporation Sucursal Del Peru,Southern Peru Copper Coporation Sucursal Del Peru,1,TRUE
Southern Peru Copper Corporation,Southern Peru Copper Corporation,2,TRUE
Spc Corporacion Logistica,Spc Corporacion Logistica,1,TRUE
Sport Bet Peru,Sport Bet Peru,3,TRUE
Sprava Eirl,Sprava Eirl,1,TRUE
Sr Group Peru Sac,Sr Group Peru Sac,1,TRUE
Ssays,Ssays,1,TRUE
Ssays S.A.C,Ssays S.A.C,1,TRUE
Ssays Sac.,Ssays Sac.,1,TRUE
St Computacion,St Computacion,1,TRUE
St Computacion S.A.C.,St Computacion S.A.C.,1,TRUE
Staff Representaciones,Staff Representaciones,1,TRUE
Standford Utiles Y Cuadernos,Standford Utiles Y Cuadernos,1,TRUE
Stanleybet Group,Stanleybet Group,1,TRUE
Stantec Peru S.A.,Stantec Peru S.A.,1,TRUE
Starwell Ingenieros,Starwell Ingenieros,1,TRUE
Stattup Presente Marketing,Stattup Presente Marketing,1,TRUE
Stefanini,Stefanini,6,TRUE
Stefanini Group,Stefanini Group,10,TRUE
Stefanini It Solutions,Stefanini It Solutions,15,TRUE
Stefanini Peru,Stefanini Peru,2,TRUE
Storagedata,Storagedata,1,TRUE
Stracon S.A,Stracon S.A,1,TRUE
Stratebi Peru,Stratebi Peru,1,TRUE
Studio Mutante,Studio Mutante,1,TRUE
Styla,Styla,1,TRUE
Suiza Lab,Suiza Lab,1,TRUE
Suizalab,Suizalab,5,TRUE
Sullana Express Sac,Sullana Express Sac,1,TRUE
Sum Vehiculos S.A,Sum Vehiculos S.A,2,TRUE
Summit,Summit,1,TRUE
Summit Consulting,Summit Consulting,1,TRUE
Sumweb Solutions S.A.C,Sumweb Solutions S.A.C,2,TRUE
Sun Dreams,Sun Dreams,1,TRUE
Sunarp,Sunarp,3,TRUE
Sunat,Sunat,13,TRUE
Sunat- Intendencia Sistemas De Informacion,Sunat- Intendencia Sistemas De Informacion,1,TRUE
Sungate,Sungate,1,TRUE
Sunshine Export,Sunshine Export,1,TRUE
Super Mercados Peruanos,Super Mercados Peruanos,1,TRUE
Superintendencia De Banca Y Seguros Afp,Superintendencia De Banca Y Seguros Afp,1,TRUE
"Superintendencia De Banca, Seguros Y Afp","Superintendencia De Banca, Seguros Y Afp",2,TRUE
Superintendencia Nacional De Migraciones,Superintendencia Nacional De Migraciones,4,TRUE
Superintendencia Nacional De Registros Publicos,Superintendencia Nacional De Registros Publicos,1,TRUE
Superintendencia Nacional De Servicios De Saneamiento,Superintendencia Nacional De Servicios De Saneamiento,1,TRUE
Supermecados Peruanos,Supermecados Peruanos,1,TRUE
Supermercados Peruanos,Supermercados Peruanos,3,TRUE
Supermercados Peruanos S.A,Supermercados Peruanos S.A,1,TRUE
Supermercados Peruanos Sa,Supermercados Peruanos Sa,1,TRUE
"Supermercados Peruanos, Plaza Vea","Supermercados Peruanos, Plaza Vea",1,TRUE
Superpet/Superzoo,Superpet/Superzoo,1,TRUE
Suplacorp S.A.C,Suplacorp S.A.C,1,TRUE
Supra Networks,Supra Networks,1,TRUE
Surgicorp,Surgicorp,1,TRUE
Surpack,Surpack,1,TRUE
Swisscapitals,Swisscapitals,1,TRUE
Swissotel Lima,Swissotel Lima,1,TRUE
Symmetry Corporation Sac,Symmetry Corporation Sac,2,TRUE
Synlab,Synlab,1,TRUE
Synlab Peru S.A.C.,Synlab Peru S.A.C.,1,TRUE
Sypsoft Monday,Sypsoft Monday,1,TRUE
Syr Agencia Digital,Syr Agencia Digital,1,TRUE
System Support &Amp; Services,System Support &Amp; Services,1,TRUE
System Support And Service,System Support And Service,1,TRUE
System Support&Amp;Service,System Support&Amp;Service,1,TRUE
Systemas,Systemas,1,TRUE
Systems Support &Amp; Services S.A,Systems Support &Amp; Services S.A,2,TRUE
Syz Mingesa,Syz Mingesa,1,TRUE
Tac Servicios Generales S.A.C.,Tac Servicios Generales S.A.C.,1,TRUE
Tadcon,Tadcon,1,TRUE
Tagumedica,Tagumedica,1,TRUE
Tahua Pottery S.A.C.,Tahua Pottery S.A.C.,1,TRUE
Tai Loy,Tai Loy,1,TRUE
Tai Loy S.A,Tai Loy S.A,1,TRUE
Tale Constructora,Tale Constructora,1,TRUE
Talent 360,Talent 360,1,TRUE
Talent Y Soft,Talent Y Soft,2,TRUE
Taller De Confecciones San Luis,Taller De Confecciones San Luis,2,TRUE
Talma Servicios Aeroportuarios,Talma Servicios Aeroportuarios,3,TRUE
Talma Servicios Aeroportuarios S.A,Talma Servicios Aeroportuarios S.A,2,TRUE
Tanaka Valdivia &Amp; Asociadoa Sac,Tanaka Valdivia &Amp; Asociadoa Sac,1,TRUE
Tandem Textil S.A.C.,Tandem Textil S.A.C.,1,TRUE
Tannder,Tannder,1,TRUE
Target Marketing,Target Marketing,1,TRUE
Target Solutions,Target Solutions,1,TRUE
Tasa,Tasa,2,TRUE
Tata Consultacy Service,Tata Consultacy Service,1,TRUE
Tata Consultancy - Banco De Credito Del Peru,Tata Consultancy - Banco De Credito Del Peru,1,TRUE
Tata Consultancy Services,Tata Consultancy Services,23,TRUE
Tata Consultancy Services - Tcs,Tata Consultancy Services - Tcs,1,TRUE
Tata Consulting Service,Tata Consulting Service,1,TRUE
Tata Consulting Services,Tata Consulting Services,3,TRUE
Tata Consulting Services / Bcp,Tata Consulting Services / Bcp,1,TRUE
Tata Consulting(Rimac),Tata Consulting(Rimac),1,TRUE
Tawa,Tawa,2,TRUE
Tawa Consulting,Tawa Consulting,2,TRUE
Tawa Consulting S.A.C.,Tawa Consulting S.A.C.,1,TRUE
Tawa Consulting Sac.,Tawa Consulting Sac.,1,TRUE
Taxperu Consulting S.A.C,Taxperu Consulting S.A.C,1,TRUE
Tcontakto,Tcontakto,1,TRUE
Tcontakto Sac,Tcontakto Sac,1,TRUE
Tcs,Tcs,1,TRUE
Tcs- Proyecto Banco Pichincha,Tcs- Proyecto Banco Pichincha,1,TRUE
Tdem,Tdem,1,TRUE
Te.Sa.M Peru - Telecomunicaciones Satelitales,Te.Sa.M Peru - Telecomunicaciones Satelitales,1,TRUE
Teamsoft,Teamsoft,4,TRUE
Teamsoft Sac,Teamsoft Sac,1,TRUE
Tec4,Tec4,1,TRUE
Tec4Biz,Tec4Biz,2,TRUE
Tech Mahindra,Tech Mahindra,3,TRUE
Tech Solutions,Tech Solutions,1,TRUE
Tech Solutions Peru,Tech Solutions Peru,1,TRUE
Techint S.A.C.,Techint S.A.C.,1,TRUE
Techmahindra,Techmahindra,1,TRUE
Technological Trend,Technological Trend,1,TRUE
Techo Peru,Techo Peru,1,TRUE
Tecnicas Cp,Tecnicas Cp,1,TRUE
Tecnicas Cp Sac,Tecnicas Cp Sac,1,TRUE
Tecnifajas S.A.,Tecnifajas S.A.,1,TRUE
Tecnocom,Tecnocom,2,TRUE
Tecnologia De Materiales,Tecnologia De Materiales,1,TRUE
Tecnologia Flexografica Sac - Tecflex Sac,Tecnologia Flexografica Sac - Tecflex Sac,1,TRUE
Tecnologia Mco S.A.C.,Tecnologia Mco S.A.C.,1,TRUE
Tecnologia Textil S.A.,Tecnologia Textil S.A.,4,TRUE
Tecnologica De Alimentos S.A,Tecnologica De Alimentos S.A,1,TRUE
Tecnologica De Alimentos S.A.,Tecnologica De Alimentos S.A.,2,TRUE
Tecnovap Latinomerica,Tecnovap Latinomerica,1,TRUE
Tecsema Sac,Tecsema Sac,1,TRUE
Tecside Solution Sac,Tecside Solution Sac,1,TRUE
Tecsup,Tecsup,5,TRUE
Tecsur S.A,Tecsur S.A,2,TRUE
Tecsur S.A.,Tecsur S.A.,1,TRUE
Teleatento,Teleatento,1,TRUE
Telectronic,Telectronic,1,TRUE
Telefonica,Telefonica,11,TRUE
Telefonica (Stefanini),Telefonica (Stefanini),1,TRUE
Telefonica / Rio Pacifico,Telefonica / Rio Pacifico,1,TRUE
Telefonica Del Peru,Telefonica Del Peru,15,TRUE
Telefonica Del Peru - Rio Pacifico S.A.C.,Telefonica Del Peru - Rio Pacifico S.A.C.,1,TRUE
Telefonica Del Peru - Tech,Telefonica Del Peru - Tech,1,TRUE
Telefonica Del Peru S.A.A.,Telefonica Del Peru S.A.A.,3,TRUE
Telefonica Del Peru Saa,Telefonica Del Peru Saa,3,TRUE
Telefonica Ingenieria De La Seguridad,Telefonica Ingenieria De La Seguridad,3,TRUE
Telefonica Ingenieria De Seguridad,Telefonica Ingenieria De Seguridad,8,TRUE
Telefonica Ingenieria De Seguridad - Tis,Telefonica Ingenieria De Seguridad - Tis,4,TRUE
Telefonica Ingenieria De Seguridad S.A.,Telefonica Ingenieria De Seguridad S.A.,1,TRUE
Telefonica S.A.,Telefonica S.A.,1,TRUE
Telefonica Tech,Telefonica Tech,1,TRUE
Telemetria Y Consultoria Ambiental,Telemetria Y Consultoria Ambiental,1,TRUE
Teleperformance,Teleperformance,2,TRUE
Teleticket,Teleticket,1,TRUE
Tellstar Marketing,Tellstar Marketing,1,TRUE
Telsen Ingenieros Srl,Telsen Ingenieros Srl,2,TRUE
Teltonika,Teltonika,3,TRUE
Temputronic S.A.C,Temputronic S.A.C,1,TRUE
Tenmas,Tenmas,1,TRUE
Teoma Corp Sac,Teoma Corp Sac,1,TRUE
Teoma Global - Peru,Teoma Global - Peru,1,TRUE
Teracloud,Teracloud,1,TRUE
Teresa Carreno,Teresa Carreno,3,TRUE
Terminal Portuario Paracas,Terminal Portuario Paracas,1,TRUE
Terminales Del Peru: Tyd Grana Y Montero Petrolera,Terminales Del Peru: Tyd Grana Y Montero Petrolera,1,TRUE
Termodinamica S.A,Termodinamica S.A,2,TRUE
Tesacom Peru S.A.C.,Tesacom Peru S.A.C.,1,TRUE
Tesis Great,Tesis Great,1,TRUE
Texampe S.A,Texampe S.A,1,TRUE
Texcope S.A.C.,Texcope S.A.C.,3,TRUE
Textil Del Valle Sa Bic,Textil Del Valle Sa Bic,3,TRUE
Textil Elo,Textil Elo,1,TRUE
Textil La Merced S.A.C.,Textil La Merced S.A.C.,1,TRUE
Textile Sourcing Company,Textile Sourcing Company,1,TRUE
Textiles Camones,Textiles Camones,3,TRUE
Textiles Camones S.A.,Textiles Camones S.A.,2,TRUE
Textiles Camones Sa,Textiles Camones Sa,1,TRUE
Textimax,Textimax,1,TRUE
Tgestiona,Tgestiona,14,TRUE
T-Gestiona,T-Gestiona,1,TRUE
Tgestiona - Telefonica,Tgestiona - Telefonica,1,TRUE
Tgestiona / Perupetro Sa,Tgestiona / Perupetro Sa,1,TRUE
Tgestiona Para Cliente Media Network Del Grupo Telefonica,Tgestiona Para Cliente Media Network Del Grupo Telefonica,1,TRUE
Tgestiona Sac,Tgestiona Sac,1,TRUE
Th Sac,Th Sac,1,TRUE
The Children'S Place At Homesafe,The Children'S Place At Homesafe,1,TRUE
The Factory Hka,The Factory Hka,1,TRUE
The Factory Hka Peru,The Factory Hka Peru,2,TRUE
The Golden Amazon Organic Grains S.A.C.,The Golden Amazon Organic Grains S.A.C.,1,TRUE
The Palladium Group - Proyecto Catalyze Peru,The Palladium Group - Proyecto Catalyze Peru,1,TRUE
The Vanguard International Group,The Vanguard International Group,2,TRUE
Thunderbirdresorts,Thunderbirdresorts,1,TRUE
Ti Consulting,Ti Consulting,1,TRUE
T-Id Solutions,T-Id Solutions,2,TRUE
Tienda Pago Peru,Tienda Pago Peru,1,TRUE
Tiendas De Mejoramiento Del Hogar Sac,Tiendas De Mejoramiento Del Hogar Sac,1,TRUE
Tiendas De Mejoramiento Del Hogar Sodimac,Tiendas De Mejoramiento Del Hogar Sodimac,1,TRUE
Tiendas Por Departamento Ripley S.A.,Tiendas Por Departamento Ripley S.A.,1,TRUE
Tigre Peru,Tigre Peru,1,TRUE
T-Integro,T-Integro,1,TRUE
Tis Telefonica,Tis Telefonica,3,TRUE
Tismart,Tismart,14,TRUE
Titan Sign Company | Hana Design,Titan Sign Company | Hana Design,1,TRUE
Tivit,Tivit,21,TRUE
Tivit - Synapsis Peru,Tivit - Synapsis Peru,4,TRUE
Tivit Latam,Tivit Latam,1,TRUE
Tk Elevadores Peru,Tk Elevadores Peru,1,TRUE
Tk Gym Fitness,Tk Gym Fitness,1,TRUE
Tl Negocios,Tl Negocios,1,TRUE
Tns Consulting Sac,Tns Consulting Sac,1,TRUE
Tolouse Lautrec,Tolouse Lautrec,1,TRUE
Tomocorp,Tomocorp,3,TRUE
Tomocorp Sac,Tomocorp Sac,1,TRUE
Top Strategic - Banco Santander Peru,Top Strategic - Banco Santander Peru,1,TRUE
Top Strategic Sac,Top Strategic Sac,1,TRUE
Topestrategic,Topestrategic,1,TRUE
Topsales Peru Sac,Topsales Peru Sac,1,TRUE
Topstrategic,Topstrategic,1,TRUE
Topy Top,Topy Top,1,TRUE
Torre,Torre,1,TRUE
Tortas Alfieri,Tortas Alfieri,1,TRUE
