jobProfileName,candidateResidenceCountry,candidateCivilStatus,candidateBirthCountry,salary,lastWorkCompany,lastWorkCountry,lastWorkArea,lastWorkName,yearsOfExperience,worksNumber,lastEducationCompany,lastEducationCountry,lastEducationArea,lastEducationName,lastEducationStatus,lastEducationDegree,yearsOfStudy,studiesNumber,technicalSkills,languages,otherSkills,hired
Practicante De Infrastructure & Cloud,Peru,,Peru,3000,,,,,0,0,Universidad Nacional Pedro Ruiz Gallo,Peru,Ing. En Sistemas,Ingenieria De Sistemas,En Curso,Universitario,4,1,4,0,0,0
Cloud Specialist,Peru,Soltero/A,Peru,3500,Banco Santander Peru,Peru,Infraestructura,Analista De Soporte,6,6,Universidad Peruana De Ciencias Aplicadas,Peru,Ing. En Sistemas,Ingenieria De Sistemas,En Curso,Universitario,6,3,21,3,10,0
Desarrollador .Net,Peru,Soltero/A,Peru,1800,Renova Sac,Peru,Tecnologia / Sistemas,Asistente De Sistemas,2,3,Universidad Peruana De Ciencias Aplicadas,Peru,Ing. En Sistemas,Ingenieria De Sistemas,En Curso,Universitario,3,2,21,1,2,0
Especialista En Office 365,Peru,Soltero/A,Peru,1500,Renova Sac,Peru,Tecnologia / Sistemas,Asistente De Sistemas,2,3,Universidad Peruana De Ciencias Aplicadas,Peru,Ing. En Sistemas,Ingenieria De Sistemas,En Curso,Universitario,3,2,21,1,2,0
Desarrollador .Net,Peru,Soltero/A,Peru,1500,Renova Sac,Peru,Tecnologia / Sistemas,Asistente De Sistemas,2,3,Universidad Peruana De Ciencias Aplicadas,Peru,Ing. En Sistemas,Ingenieria De Sistemas,En Curso,Universitario,2,2,21,1,1,0
Practicante Iot/Ia,Peru,Soltero/A,Peru,1500,Redcom Security Systems,Peru,Ingenieria Oficina Tecnica / Proyecto,Administrador De Redes,5,2,Universidad Peruana De Ciencias Aplicadas,Peru,Ing. En Sistemas,Ingenieria De Sistemas,En Curso,Universitario,8,2,11,1,0,0
Analista De Sistemas,Peru,Soltero/A,Peru,0,Global Hitss Peru S.A.C.,Peru,Analisis Funcional,Analista Funcional,6,2,Universidad Peruana De Ciencias Aplicadas,Peru,Ing. En Sistemas,Ingenieria De Sistemas,En Curso,Universitario,8,2,0,1,0,1
Asistente De Pmo,Peru,Soltero/A,Peru,3000,Comsatel Peru S.A.C.,Peru,Analisis Funcional,Analista Funcional,3,3,Universidad Peruana De Ciencias Aplicadas,Peru,Ing. En Sistemas,Ingenieria De Sistemas,En Curso,Universitario,5,2,5,1,0,0
Analista Programador,,,,4500,Cooperativa Pacifico,Peru,Tecnologias De La Informacion,Lider Tecnico,21,18,Universidad Peruana De Ciencias Aplicadas,Peru,Ing. En Sistemas,Ingenieria De Sistemas,Graduado,Posgrado,8,2,5,1,18,0
Desarrollador .Net,Peru,Soltero/A,Peru,4200,Manpower Professional Services S.A.,Peru,Tecnologia / Sistemas,Analista Programador,7,9,Universidad Peruana De Ciencias Aplicadas,Peru,Ing. En Sistemas,Ingenieria De Sistemas,En Curso,Universitario,6,2,14,1,1,1
Analista Programador,Peru,Soltero/A,Peru,4200,Manpower Professional Services S.A.,Peru,Tecnologia / Sistemas,Analista Programador,7,9,Universidad Peruana De Ciencias Aplicadas,Peru,Ing. En Sistemas,Ingenieria De Sistemas,En Curso,Universitario,6,2,14,1,1,1
Jefe De Proyecto - Modern Workplace,Peru,Casado/A,Peru,10000,1. Panacea Consultores S.A.,Peru,Sistemas,Analista De Sistemas,16,5,Universidad Peruana De Ciencias Aplicadas,Peru,Ing. En Sistemas,Ingenieria De Sistemas,Graduado,Universitario,9,2,9,1,2,0
Analista Programador .Net,Peru,Soltero/A,Peru,6500,Minedu,Peru,Tecnologia / Sistemas,Analista Desarrollador,9,7,Universidad Peruana De Ciencias Aplicadas,Peru,Ing. En Sistemas,Ingenieria De Sistemas,En Curso,Universitario,10,2,7,1,1,0
Programador .Net,Peru,Soltero/A,Peru,6000,Minedu,Peru,Tecnologia / Sistemas,Analista Desarrollador,9,7,Universidad Peruana De Ciencias Aplicadas,Peru,Ing. En Sistemas,Ingenieria De Sistemas,En Curso,Universitario,10,2,7,1,1,0
Programador .Net,Peru,Soltero/A,Peru,5500,Minedu,Peru,Tecnologia / Sistemas,Analista Desarrollador,9,7,Universidad Peruana De Ciencias Aplicadas,Peru,Ing. En Sistemas,Ingenieria De Sistemas,En Curso,Universitario,10,2,7,1,1,0
Analista Programador .Net,Peru,Soltero/A,Peru,3000,Vap,Peru,Programacion,Programador,2,4,Universidad Peruana De Ciencias Aplicadas,Peru,Ing. En Sistemas,Ingenieria De Sistemas,En Curso,Posgrado,1,2,7,1,1,0
Analista Programador,Peru,Soltero/A,Peru,5500,It-Team S.A.C.,Peru,Sistemas,Programador Senior,8,7,Universidad Peruana De Ciencias Aplicadas,Peru,Ing. En Sistemas,Ingenieria De Sistemas,En Curso,Universitario,12,3,16,1,0,1
Lider Tecnico,Peru,Soltero/A,Peru,6500,Inetum Peru S.A.C.,Peru,Analisis De Datos,Analista De Datos,9,9,Universidad Peruana De Ciencias Aplicadas,Peru,Ing. En Sistemas,Ingenieria De Sistemas,Abandonado,Universitario,16,2,35,1,0,0
Desarrollador Php,Peru,Soltero/A,Peru,3000,Setours S.A,Peru,Programacion,Desarrollador Web,7,11,Universidad Peruana De Ciencias Aplicadas,Peru,Ing. En Sistemas,Ingenieria De Sistemas,En Curso,Universitario,6,3,8,1,2,0
Analista Desarrollador Php,Peru,Soltero/A,Peru,3000,Setours S.A,Peru,Programacion,Desarrollador Web,7,11,Universidad Peruana De Ciencias Aplicadas,Peru,Ing. En Sistemas,Ingenieria De Sistemas,En Curso,Universitario,7,3,8,1,2,0
Programador .Net,Peru,Soltero/A,Peru,4000,It Data Consulting,Peru,Tecnologias De La Informacion,Desarrollador Web,9,8,Universidad Peruana De Ciencias Aplicadas,Peru,Ing. En Sistemas,Ingenieria De Sistemas,Graduado,Universitario,11,2,15,1,11,0
Especialista En Analitica,Peru,Soltero/A,Peru,2500,Key Solutions,Peru,Analisis De Datos,Analista Bi,3,5,Universidad Peruana De Ciencias Aplicadas,Peru,Ing. En Sistemas,Ingenieria De Sistemas,En Curso,Universitario,5,2,8,1,5,0
Cloud Specialist,Peru,Soltero/A,Peru,100,Cencosud Retail S.A.,Peru,Tecnologia / Sistemas,Responsable De Data Center,8,8,Universidad Peruana De Ciencias Aplicadas,Peru,Ing. En Sistemas,Ingenieria De Sistemas,Abandonado,Universitario,14,2,35,1,0,0
Cloud Specialist,Peru,Soltero/A,Peru,100,Cencosud Retail S.A.,Peru,Tecnologia / Sistemas,Responsable De Data Center,8,8,Universidad Peruana De Ciencias Aplicadas,Peru,Ing. En Sistemas,Ingenieria De Sistemas,Abandonado,Universitario,14,2,35,1,0,0
Cloud Specialist,Peru,Soltero/A,Peru,100,Cencosud Retail S.A.,Peru,Tecnologia / Sistemas,Responsable De Data Center,8,8,Universidad Peruana De Ciencias Aplicadas,Peru,Ing. En Sistemas,Ingenieria De Sistemas,Abandonado,Universitario,14,2,35,1,0,0
Especialista En Office 365,Peru,Soltero/A,Peru,100,Cencosud Retail S.A.,Peru,Tecnologia / Sistemas,Responsable De Data Center,8,8,Universidad Peruana De Ciencias Aplicadas,Peru,Ing. En Sistemas,Ingenieria De Sistemas,Abandonado,Universitario,14,2,35,1,0,0
Analista Programador - Pwa,Peru,Soltero/A,Peru,100,Cencosud Retail S.A.,Peru,Tecnologia / Sistemas,Responsable De Data Center,8,8,Universidad Peruana De Ciencias Aplicadas,Peru,Ing. En Sistemas,Ingenieria De Sistemas,Abandonado,Universitario,14,2,35,1,0,0
Lider Tecnico,Peru,Soltero/A,Peru,100,Cencosud Retail S.A.,Peru,Tecnologia / Sistemas,Responsable Operacional De Servicio - Data Center,8,8,Universidad Peruana De Ciencias Aplicadas,Peru,Ing. En Sistemas,Ingenieria De Sistemas,Abandonado,Universitario,13,2,35,1,0,0
Especialista En Office 365,Peru,Soltero/A,Peru,100,Cencosud Retail S.A.,Peru,Tecnologia / Sistemas,Responsable Operacional De Servicio - Data Center,8,8,Universidad Peruana De Ciencias Aplicadas,Peru,Ing. En Sistemas,Ingenieria De Sistemas,Abandonado,Universitario,14,2,35,1,0,0
Gestor De Servicios De Ti,Peru,Soltero/A,Peru,5590,Cencosud Retail S.A.,Peru,Tecnologia / Sistemas,Responsable Operacional De Servicio - Data Center,8,8,Universidad Peruana De Ciencias Aplicadas,Peru,Ing. En Sistemas,Ingenieria De Sistemas,Abandonado,Universitario,13,2,35,1,0,0
Programador .Net,Peru,Soltero/A,Peru,4000,Sonda Del Peru S.A.,Peru,Tecnologia / Sistemas,Analista De Mejoras,9,7,Universidad Peruana De Ciencias Aplicadas,Peru,Ing. En Sistemas,Ingenieria De Sistemas,En Curso,Universitario,11,2,15,1,11,0
Desarrollador .Net,Peru,Casado/A,Peru,0,Celer Sac,Peru,Tecnologia / Sistemas,Coordinador De Proyectos,12,8,Universidad Peruana De Ciencias Aplicadas,Peru,Ing. En Sistemas,Ingenieria De Sistemas,En Curso,Universitario,4,2,65,1,15,0
Practicante De Procesos,Peru,Soltero/A,Peru,1000,Aiesec Peru,Peru,Atencion Al Cliente,Team Leader,0,1,Universidad Peruana De Ciencias Aplicadas,Peru,Ing. En Sistemas,Ingenieria De Sistemas,En Curso,Universitario,5,1,12,1,8,0
Analista Funcional,Peru,Soltero/A,Peru,1000,Aiesec Peru,Peru,Atencion Al Cliente,Team Leader,0,1,Universidad Peruana De Ciencias Aplicadas,Peru,Ing. En Sistemas,Ingenieria De Sistemas,En Curso,Universitario,5,1,12,1,8,0
Programador .Net,Peru,Soltero/A,Peru,5500,"Unity Automotive, Llc",Estados Unidos,Programacion,Analista Y Desarrollador [Senior],8,5,Universidad Peruana De Ciencias Aplicadas,Peru,Ing. En Sistemas,Ingenieria De Sistemas,En Curso,Universitario,6,4,0,2,50,0
Programador .Net,Peru,Soltero/A,Peru,4000,"Unity Automotive, Llc",Estados Unidos,Programacion,Analista Y Desarrollador [Senior],8,5,Universidad Peruana De Ciencias Aplicadas,Peru,Ing. En Sistemas,Ingenieria De Sistemas,En Curso,Universitario,6,4,0,2,50,0
Programador .Net,Peru,Soltero/A,Peru,5500,"Unity Automotive, Llc",Estados Unidos,Programacion,Analista Y Desarrollador [Senior],8,5,Universidad Peruana De Ciencias Aplicadas,Peru,Ing. En Sistemas,Ingenieria De Sistemas,En Curso,Universitario,6,4,0,2,50,0
Analista Programador - Xamarin,Peru,Soltero/A,Peru,5500,"Unity Automotive, Llc",Estados Unidos,Programacion,Analista Y Desarrollador [Senior],8,5,Universidad Peruana De Ciencias Aplicadas,Peru,Ing. En Sistemas,Ingenieria De Sistemas,En Curso,Universitario,6,4,0,2,50,0
Analista Programador .Net,Peru,,Peru,2000,Trinetsoft,Peru,Diseno Web,Desarrolladora Web,1,3,Universidad Peruana De Ciencias Aplicadas,Peru,Ing. En Sistemas,Ingenieria De Sistemas,En Curso,Universitario,3,2,12,1,0,0
Gestor De Servicios De Ti,Peru,Soltero/A,Peru,5000,Compartamos Financiera S.A,Peru,Tecnologias De La Informacion,Analista De Soluciones De Negocio Y Scrum Master,10,11,Universidad Peruana De Ciencias Aplicadas,Peru,Ing. En Sistemas,Ingenieria De Sistemas,Graduado,Universitario,5,1,1,1,4,0
Lider Tecnico,Peru,Soltero/A,Peru,7500,Tata Consultancy Services,Peru,Tecnologias De La Informacion,Lider Tecnico,7,4,Universidad Peruana De Ciencias Aplicadas,Peru,Ing. En Sistemas,Ingenieria De Sistemas,Graduado,Universitario,5,2,6,1,4,0
Operador De Sistemas,Peru,Soltero/A,Peru,1500,Servicios Call Center Del Peru,Peru,Tecnologias De La Informacion,Analista Junior De Desarrollo De Aplicativos,3,5,Universidad Peruana De Ciencias Aplicadas,Peru,Ing. En Sistemas,Ingenieria De Sistemas,En Curso,Universitario,8,2,11,1,2,0
Administrador De Soporte Tecnico,Peru,Soltero/A,Peru,3500,Inetum Peru S.A.C.,Peru,Soporte Tecnico,Service Desk &Amp; Operation 1,17,12,Universidad Peruana De Ciencias Aplicadas,Peru,Ing. En Sistemas,Ingenieria De Sistemas,Graduado,Universitario,12,2,8,1,4,0
Analista Programador .Net,Peru,Soltero/A,Peru,2000,,,,,0,0,Universidad Peruana De Ciencias Aplicadas,Peru,Ing. En Sistemas,Ingenieria De Sistemas,En Curso,Universitario,6,2,11,2,3,0
Programador .Net,Peru,Soltero/A,Peru,1200,,,,,0,0,Universidad Peruana De Ciencias Aplicadas,Peru,Ing. En Sistemas,Ingenieria De Sistemas,En Curso,Universitario,3,2,9,1,3,0
Analista De Calidad,Peru,,Peru,1025,,,,,0,0,Universidad Peruana De Ciencias Aplicadas,Peru,Ing. En Sistemas,Ingenieria De Sistemas,En Curso,Universitario,1,1,9,2,0,1
Especialista Cyberseguridad,Peru,Soltero/A,Peru,1025,,,,,0,0,Universidad Peruana De Ciencias Aplicadas,Peru,Ing. En Sistemas,Ingenieria De Sistemas,En Curso,Universitario,3,2,9,1,3,0
Data Engineer,Peru,Soltero/A,Peru,1025,,,,,0,0,Universidad Peruana De Ciencias Aplicadas,Peru,Ing. En Sistemas,Ingenieria De Sistemas,En Curso,Universitario,3,2,9,1,3,0
Arquitecto De Soluciones,Peru,Soltero/A,Peru,5500,,,,,0,0,Universidad Peruana De Ciencias Aplicadas,Peru,Ing. En Sistemas,Ingenieria De Sistemas,Graduado,Universitario,3,1,3,1,0,0
Consultor(A) Infrastructure & Cloud Services,Peru,Soltero/A,Peru,3000,Canvia S.A.C.,Peru,Tecnologia / Sistemas,Cloud Administrator,3,6,Universidad San Ignacio Del Loyola,Peru,Ing. En Sistemas,Ingenieria De Sistemas,En Curso,Universitario,7,3,15,1,11,0
Analista Programador,Peru,Casado/A,Peru,3500,Accenture Peru,Peru,Sistemas,Analista Senior,13,9,Universidad San Ignacio Del Loyola,Peru,Ing. En Sistemas,Ingenieria De Sistemas,En Curso,Universitario,9,2,17,1,11,0
Analista Funcional,Peru,Soltero/A,Peru,3500,Staff Representaciones S.A,Peru,Tecnologias De La Informacion,Coordinador De Ti,8,17,Universidad San Ignacio Del Loyola,Peru,Ing. En Sistemas,Ingenieria De Sistemas,En Curso,Universitario,5,2,22,2,7,0
Cloud Specialist,Peru,Soltero/A,Peru,5000,Mdp Consulting S.A.C.,Peru,Tecnologias De La Informacion,Especialista Infraestructura,13,6,Universidad San Ignacio Del Loyola,Peru,Ing. En Sistemas,Ingenieria De Sistemas,En Curso,Universitario,3,2,0,1,1,0
Cloud Specialist,Peru,Soltero/A,Peru,4500,Mdp Consulting S.A.C.,Peru,Tecnologias De La Informacion,Especialista Infraestructura,13,6,Universidad San Ignacio Del Loyola,Peru,Ing. En Sistemas,Ingenieria De Sistemas,En Curso,Universitario,4,2,0,1,1,0
Practicante De Infrastructure & Cloud,Peru,Soltero/A,Peru,1025,Ministerio De Salud,Peru,Atencion Al Cliente,Promotor,0,3,Universidad Esan,Peru,Ing. En Sistemas,Ingenieria De Sistemas,En Curso,Universitario,4,1,6,1,4,0
Gestor De Servicios De Ti,Peru,Soltero/A,Peru,4000,Alfred H Knight,Peru,Tecnologia / Sistemas,Analista De Sistemas,10,7,Universidad San Ignacio Del Loyola,Peru,Ing. En Sistemas,Ingenieria De Sistemas,Graduado,Universitario,7,2,14,1,0,0
Gestor De Servicios De Ti,Peru,Soltero/A,Peru,2000,Bata Peru,Peru,Soporte Tecnico,Soporte De Aplicaciones Y Ti,6,7,Universidad San Ignacio Del Loyola,Peru,Ing. En Sistemas,Ingenieria De Sistemas,Graduado,Universitario,5,2,20,1,2,0
Cloud Specialist,Peru,Soltero/A,Peru,3200,Canvia S.A.C.,Peru,Infraestructura,Administrador De Sistemas,3,3,Universidad Peruana De Ciencias Aplicadas,Peru,Ing. En Sistemas,Ingenieria De Sistemas,En Curso,Universitario,8,3,5,1,10,0
Lider Tecnico,Peru,Soltero/A,Peru,7500,Cia. Importadora Derteano &Amp; Stucker S.A.C,Peru,Tecnologias De La Informacion,Consultor De Ti,9,7,Universidad Peruana De Ciencias Aplicadas,Peru,Ing. En Sistemas,Ingenieria De Sistemas,Graduado,Universitario,6,2,6,1,7,1
Analista De Base De Datos,Peru,Soltero/A,Peru,4500,Indra Peru S.A.,Peru,Analisis Funcional,Analista De Sistemas,10,3,Universidad Peruana De Ciencias Aplicadas,Peru,Ing. En Sistemas,Ingenieria De Sistemas,Graduado,Universitario,8,2,24,1,0,0
Analista Programador,Peru,Soltero/A,Peru,5000,Ministerio De Salud,Peru,Analisis Funcional,Analista De Sistemas,13,4,Universidad Peruana De Ciencias Aplicadas,Peru,Ing. En Sistemas,Ingenieria De Sistemas,En Curso,Universitario,11,2,2,1,0,0
Analista Programador .Net,Peru,Soltero/A,Peru,5500,Productos Paraiso Del Peru Sac,Peru,Tecnologias De La Informacion,Analista De Sistemas,10,6,Universidad Peruana De Ciencias Aplicadas,Peru,Ing. En Sistemas,Ingenieria De Sistemas,Graduado,Universitario,7,2,12,1,2,0
Desarrollador Full Stack,Peru,Soltero/A,Peru,6500,Productos Paraiso Del Peru Sac,Peru,Tecnologias De La Informacion,Analista De Sistemas,10,6,Universidad Peruana De Ciencias Aplicadas,Peru,Ing. En Sistemas,Ingenieria De Sistemas,Graduado,Universitario,7,2,12,1,2,0
Desarrollador .Net,Peru,Soltero/A,Peru,4800,Pss Peru S.A.C.,Peru,Otras Ingenierias,Analista De Sistemas,10,8,Universidad Peruana De Ciencias Aplicadas,Peru,Ing. En Sistemas,Ingenieria De Sistemas,Graduado,Universitario,8,2,9,2,10,0
Analista De Calidad,Peru,Soltero/A,Peru,6000,Tata Consultancy Services,Peru,Sistemas,Analista De Calidad,8,10,Universidad Peruana De Ciencias Aplicadas,Peru,Ing. En Sistemas,Ingenieria De Sistemas,En Curso,Universitario,8,2,17,2,11,1
Analista De Calidad,Peru,Soltero/A,Peru,6500,Tata Consultancy Services,Peru,Sistemas,Analista De Calidad,6,9,Universidad Peruana De Ciencias Aplicadas,Peru,Ing. En Sistemas,Ingenieria De Sistemas,En Curso,Universitario,8,2,17,2,11,1
Analista De Calidad,Peru,Casado/A,Peru,5500,Soa Profesional Peru S.A.C,Peru,Testing / Qa / Qc,Analista De Calidad,7,9,Universidad Peruana De Ciencias Aplicadas,Peru,Ing. En Sistemas,Ingenieria De Sistemas,En Curso,Universitario,5,3,16,1,1,0
Programador .Net,Peru,Casado/A,Peru,6500,Cepheid S.A.C,Peru,Tecnologia / Sistemas,Lider Tecnico,9,9,Universidad Peruana De Ciencias Aplicadas,Peru,Ing. En Sistemas,Ingenieria De Sistemas,En Curso,Universitario,6,2,11,2,2,0
Programador Oracle,Peru,Soltero/A,Peru,5500,Universidad Peruana De Ciencias Aplicadas (Upc),Peru,Sistemas,Analista Programador,12,9,Universidad Peruana De Ciencias Aplicadas,Peru,Ing. En Sistemas,Ingenieria De Sistemas,Graduado,Universitario,6,2,19,1,0,0
Analista Programador,Peru,Soltero/A,Peru,3000,Corporacion Sapia S.A.,Peru,Internet,Analista Programador,8,7,Universidad Peruana De Ciencias Aplicadas,Peru,Ing. En Sistemas,Ingenieria De Sistemas,En Curso,Universitario,6,4,0,0,0,0
Desarrollador Java,Peru,Soltero/A,Peru,4000,Synapsis Solutions,Peru,Tecnologia / Sistemas,Analista Programador,3,3,Universidad Peruana De Ciencias Aplicadas,Peru,Ing. En Sistemas,Ingenieria De Sistemas,En Curso,Universitario,2,1,5,0,1,0
Analista Programador,Peru,Soltero/A,Peru,5000,Indra Peru S.A.,Peru,Programacion,Analista Programador,3,5,Universidad Peruana De Ciencias Aplicadas,Peru,Ing. En Sistemas,Ingenieria De Sistemas,En Curso,Universitario,5,2,24,1,19,0
Programador .Net,Peru,Soltero/A,Peru,2500,Deister Software Peru,Peru,Programacion,Analista Programador,2,3,Universidad Peruana De Ciencias Aplicadas,Peru,Ing. En Sistemas,Ingenieria De Sistemas,En Curso,Universitario,5,2,0,1,0,0
Desarrollador .Net,Peru,Soltero/A,Peru,4000,Quality And Development Software,Peru,Programacion,Analista Programador,2,4,Universidad Peruana De Ciencias Aplicadas,Peru,Ing. En Sistemas,Ingenieria De Sistemas,En Curso,Universitario,4,2,15,1,0,1
Especialista .Net Jr.,Peru,Soltero/A,Peru,3000,Mas Soluciones Corredores De Seguros S.A.C.,Peru,Programacion,Analista Programador,7,5,Universidad Peruana De Ciencias Aplicadas,Peru,Ing. En Sistemas,Ingenieria De Sistemas,En Curso,Universitario,8,4,18,1,5,0
Desarrollador .Net,Peru,Soltero/A,Peru,0,Manpower Professional Services S.A.,Peru,Business Intelligence,Analista Programador,8,6,Universidad Peruana De Ciencias Aplicadas,Peru,Ing. En Sistemas,Ingenieria De Sistemas,En Curso,Universitario,8,2,4,1,0,0
Programador .Net,Peru,Soltero/A,Peru,6000,Chain Services Ti S.A.C. - Csti,Peru,Tecnologia / Sistemas,Analista Y Desarrollador De Sistemas,14,13,Universidad Peruana De Ciencias Aplicadas,Peru,Ing. En Sistemas,Ingenieria De Sistemas,Graduado,Universitario,13,4,32,1,3,0
Programador .Net,Peru,Soltero/A,Peru,6000,Chain Services Ti S.A.C. - Csti,Peru,Tecnologia / Sistemas,Analista Y Desarrollador De Sistemas,14,13,Universidad Peruana De Ciencias Aplicadas,Peru,Ing. En Sistemas,Ingenieria De Sistemas,Graduado,Universitario,13,4,33,1,2,0
Analista Programador,Peru,,Peru,4000,Contaperu,Peru,Programacion,Analista Desarrollador,4,2,Universidad Peruana De Ciencias Aplicadas,Peru,Ing. En Sistemas,Ingenieria De Sistemas,En Curso,Universitario,4,2,6,0,0,0
Analista Programador .Net,Peru,Soltero/A,Peru,3000,Software Enterprise Services,Peru,Programacion,Programador,2,1,Universidad Peruana De Ciencias Aplicadas,Peru,Ing. En Sistemas,Ingenieria De Sistemas,En Curso,Universitario,3,2,15,1,0,1
Programador .Net,Peru,Soltero/A,Peru,5500,Softtek,Peru,Tecnologias De La Informacion,Analista Programador,10,11,Universidad Peruana De Ciencias Aplicadas,Peru,Ing. En Sistemas,Ingenieria De Sistemas,En Curso,Universitario,9,2,9,1,1,0
Programador .Net,Peru,Soltero/A,Peru,5500,Softtek,Peru,Tecnologias De La Informacion,Analista Programador,10,11,Universidad Peruana De Ciencias Aplicadas,Peru,Ing. En Sistemas,Ingenieria De Sistemas,En Curso,Universitario,9,2,9,1,1,0
Programador .Net,Peru,Casado/A,Peru,7000,Metrica Andina,Peru,Sistemas,Analista Programador Senior / Upc,18,8,Universidad Peruana De Ciencias Aplicadas,Peru,Ing. En Sistemas,Ingenieria De Sistemas,En Curso,Universitario,6,2,9,0,0,0
Especialista .Net Jr.,Peru,Casado/A,Peru,4500,Metrica Andina,Peru,Sistemas,Analista Programador Senior / Upc,14,8,Universidad Peruana De Ciencias Aplicadas,Peru,Ing. En Sistemas,Ingenieria De Sistemas,En Curso,Universitario,6,2,9,0,0,0
Desarrollador .Net,Peru,Soltero/A,Peru,6000,Laboratorios Hersil S.A.C.,Peru,Sistemas,Programador Senior,8,7,Universidad Peruana De Ciencias Aplicadas,Peru,Ing. En Sistemas,Ingenieria De Sistemas,En Curso,Universitario,12,3,16,1,0,1
Desarrollador .Net,Peru,Soltero/A,Peru,8500,E&Amp;E Consultores En T.I. / R.I. S.A.C.,Peru,Sistemas,Director De Proyectos T.I.,22,11,Universidad Peruana De Ciencias Aplicadas,Peru,Ing. En Sistemas,Ingenieria De Sistemas,Graduado,Universitario,7,2,66,3,8,0
Practicante Desarrollador .Net / Sharepoint,Peru,Soltero/A,Peru,1000,Atlantis Force S.A.C,Peru,Soporte Tecnico,Soporte Tecnico,1,1,Universidad Peruana De Ciencias Aplicadas,Peru,Ing. En Sistemas,Ingenieria De Sistemas,En Curso,Universitario,3,2,8,0,0,0
Analista Programador .Net,Peru,,Peru,6000,Canvia S.A.C.,Peru,Tecnologia / Sistemas,Desarrollador Fullstack,0,1,Universidad Peruana De Ciencias Aplicadas,Peru,Ing. En Sistemas,Ingenieria De Sistemas,En Curso,Universitario,8,2,0,0,0,0
